date,stock_ticker,company_name,exchange,country,currency,region,sector,beta,market_cap_bn,quarterly_return_pct,world_gdp_growth,us_fed_rate,us_cpi,vix,usd_index,oil_price_usd,gold_price_usd,geopolitical_risk,global_trade_vol,em_currency_idx
2023-01-01,STEL_Eur,Stellantis,Euronext,France,EUR,Europe,Telecom,1.15,437.7,-0.639,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,STEL_Eur,Stellantis,Euronext,France,EUR,Europe,Telecom,1.15,437.7,-0.147,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,STEL_Eur,Stellantis,Euronext,France,EUR,Europe,Telecom,1.15,437.7,1.783,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,STEL_Eur,Stellantis,Euronext,France,EUR,Europe,Telecom,1.15,437.7,6.971,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,2.176,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-1.98,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-0.806,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,3.939,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-7.138,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-9.954,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-2.169,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-2.726,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,1.877,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,3.155,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,7.678,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,1.668,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-1.1,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,7.71,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,1.476,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,1.955,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,2.034,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,0.242,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,6.105,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,KERI_Eur,Kering,Euronext,France,EUR,Europe,Consumer,0.79,387.9,-1.509,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,-3.033,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,3.708,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,5.007,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,3.476,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,-1.419,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,-14.444,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,-4.023,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,5.241,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,4.506,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,7.68,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,11.468,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,8.303,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,4.986,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,2.592,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,2.859,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,2.522,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,-6.572,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,-0.607,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,-5.455,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,VINC_Eur,Vinci,Euronext,France,EUR,Europe,Healthcare,1.47,109.0,7.632,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,6.645,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,3.16,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,5.913,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,7.366,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,3.492,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,-17.789,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,-4.254,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,5.499,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,11.685,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,8.744,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,11.99,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,5.708,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,10.884,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,-2.957,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,10.727,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,5.124,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,3.206,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,0.151,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,2.649,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,DANO_Eur,Danone,Euronext,France,EUR,Europe,Telecom,1.64,328.8,-5.324,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,2.432,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,3.381,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,7.272,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,3.526,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,6.666,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,-7.418,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,-11.386,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,0.716,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,9.521,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,2.217,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,5.593,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,6.318,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,5.436,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,6.11,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,0.919,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,3.839,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,0.105,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,-6.151,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,-5.026,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,BHP_ASX,BHP,ASX,Australia,AUD,Oceania,Technology,0.88,14.5,-1.434,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,2.006,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,3.557,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,2.34,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,1.22,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,3.689,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,-3.366,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,-1.307,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,3.734,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,6.638,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,11.754,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,7.481,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,2.891,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,2.446,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,1.207,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,-2.91,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,-4.2,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,2.18,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,1.317,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,-0.636,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,CBA_ASX,CBA,ASX,Australia,AUD,Oceania,Materials,0.73,415.2,4.884,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-1.115,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-2.295,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,2.898,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,6.721,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,6.474,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-10.038,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-14.542,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,3.217,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,3.977,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,11.624,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,11.866,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,2.114,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,6.544,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-3.805,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,2.296,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-3.994,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-4.427,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-2.466,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,-3.169,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,NAB_ASX,NAB,ASX,Australia,AUD,Oceania,Consumer,1.15,348.2,1.078,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-0.09,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,3.04,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,2.232,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,3.122,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-0.48,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-3.384,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-0.284,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,2.003,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,5.836,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,5.413,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-1.949,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,4.391,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-1.135,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,4.029,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-0.023,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,1.896,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-6.129,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,2.805,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,0.622,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,WEST_ASX,Westpac,ASX,Australia,AUD,Oceania,Finance,0.97,40.3,-2.442,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,9.804,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,7.242,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,17.795,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,10.779,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,4.077,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,-12.099,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,-3.736,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,-1.28,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,4.84,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,12.945,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,9.064,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,-3.676,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,3.161,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,1.395,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,7.0,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,3.002,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,8.349,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,-3.903,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,-1.771,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,ANZ_ASX,ANZ,ASX,Australia,AUD,Oceania,Healthcare,1.56,293.4,6.907,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,MACQ_ASX,Macquarie,ASX,Australia,AUD,Oceania,Energy,1.36,330.2,4.209,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,MACQ_ASX,Macquarie,ASX,Australia,AUD,Oceania,Energy,1.36,330.2,7.66,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,MACQ_ASX,Macquarie,ASX,Australia,AUD,Oceania,Energy,1.36,330.2,0.636,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,MACQ_ASX,Macquarie,ASX,Australia,AUD,Oceania,Energy,1.36,330.2,4.081,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
